Sub-Sub-Title,Sub-Title,Team,bandera,bullet_id,commentId,country,fecha,formatted,id,source_file
mlm mlc euge,proyectos procesos capabilities cross marigraqueziaeuge,genova,Otra,67785cff5ee9016270263e78_10,67785cff5ee9016270263e78,MLM,2025-Q1,[mlm] reporte para mp auditoria primer envio 8125,67785cff5ee9016270263e78_10,67785cff5ee9016270263e78.json
,mlm mlc euge,genova,Mastercard,678408e6327e5a7a88be279c_12,678408e6327e5a7a88be279c,MLM,2025-Q1,continuación de revisión flujo con accounting corp para diseño contable sync con master por dudas de de sobretasa en termsheet,678408e6327e5a7a88be279c_12,678408e6327e5a7a88be279c.json
mla amex,proyectos procesos capabilities cross marigraqueziaeuge,genova,American Express,678408e6327e5a7a88be279c_2,678408e6327e5a7a88be279c,MLA,2025-Q1,decidir sobre cuál alternativa avanzaremos para lograr conectividad sin impactar go live,678408e6327e5a7a88be279c_2,678408e6327e5a7a88be279c.json
porotaje,proyectos procesos capabilities cross marigraqueziaeuge,genova,Otra,678408e6327e5a7a88be279c_4,678408e6327e5a7a88be279c,CORP,2025-Q1,presentación de learnings génova it y negocio,678408e6327e5a7a88be279c_4,678408e6327e5a7a88be279c.json
mlm prosa,proyectos procesos capabilities cross marigraqueziaeuge,genova,Otra,678408e6327e5a7a88be279c_1,678408e6327e5a7a88be279c,MLM,2025-Q1,armar plan sobre la gestión de cbk,678408e6327e5a7a88be279c_1,678408e6327e5a7a88be279c.json
,mlm mlc euge,genova,Otra,678408e6327e5a7a88be279c_14,678408e6327e5a7a88be279c,MLM,2025-Q1,tasas naturals 165 sellers id aprobados prueba de roll out de una tasa natural,678408e6327e5a7a88be279c_14,678408e6327e5a7a88be279c.json
mla tn santi,proyectos procesos capabilities cross marigraqueziaeuge,genova,Otra,67785cff5ee9016270263e78_9,67785cff5ee9016270263e78,MLA,2025-Q1,banco pagador la semana pasada iniciamos con el nuevo acuerdo con banco galicia el costo del servicio es 0135,67785cff5ee9016270263e78_9,67785cff5ee9016270263e78.json
onboarding euge,proyectos procesos capabilities cross marigraqueziaeuge,genova,Otra,678408e6327e5a7a88be279c_5,678408e6327e5a7a88be279c,CORP,2025-Q1,onboarding euge,678408e6327e5a7a88be279c_5,678408e6327e5a7a88be279c.json
,mlm mlc euge,genova,Otra,678408e6327e5a7a88be279c_13,678408e6327e5a7a88be279c,MLM,2025-Q1,apertura cuenta internaciona 141 roll out y pruebas con teso y gva it durante esta semana,678408e6327e5a7a88be279c_13,678408e6327e5a7a88be279c.json
porotaje,proyectos procesos capabilities cross marigraqueziaeuge,genova,Otra,678408e6327e5a7a88be279c_3,678408e6327e5a7a88be279c,CORP,2025-Q1,nota génova q424,678408e6327e5a7a88be279c_3,678408e6327e5a7a88be279c.json
,mla tn santi,genova,Otra,678408e6327e5a7a88be279c_10,678408e6327e5a7a88be279c,MLA,2025-Q1,unmatched clearing logramos identificar las trx que no estábamos teniendo en cuenta en nuestro análisis vamos a estar re armando el proyectado para poder dar curso al waiver final,678408e6327e5a7a88be279c_10,678408e6327e5a7a88be279c.json
,mla tn santi,genova,Otra,678408e6327e5a7a88be279c_11,678408e6327e5a7a88be279c,MLA,2025-Q1,cambio en plazo de pago prepagas esta semana tenemos reu por trade off y alinear el plan para la implementación del cambio,678408e6327e5a7a88be279c_11,678408e6327e5a7a88be279c.json
,mlm mlc euge,genova,Otra,678408e6327e5a7a88be279c_15,678408e6327e5a7a88be279c,MLC,2025-Q1,trade off devoluciones parciales merchant financed para que quede como ayd reu con gva it por scope y ecoconci y gateway por dependencias,678408e6327e5a7a88be279c_15,678408e6327e5a7a88be279c.json
,mlb lucas,genova,Otra,678408e6327e5a7a88be279c_7,678408e6327e5a7a88be279c,MLB,2025-Q1,pix pcj problema de carga de descriptor incorrecto,678408e6327e5a7a88be279c_7,678408e6327e5a7a88be279c.json
,mla tn santi,genova,Visa,678408e6327e5a7a88be279c_9,678408e6327e5a7a88be279c,MLA,2025-Q1,fee collection banco supervielle la semana pasada enviamos una prueba a banco supervielle debemos alinear con el banco visa y prisma emisor la ejecución una vez se haya validado la prueba de ambas partes,678408e6327e5a7a88be279c_9,678408e6327e5a7a88be279c.json
,mlb lucas,genova,Elo,678408e6327e5a7a88be279c_6,678408e6327e5a7a88be279c,MLB,2025-Q1,reunión con elo presentación del plan de rollout y contrato de incentivos,678408e6327e5a7a88be279c_6,678408e6327e5a7a88be279c.json
,mlb lucas,genova,Otra,678408e6327e5a7a88be279c_8,678408e6327e5a7a88be279c,MLB,2025-Q1,mmp micro merchant program cpf mcc ird como desarrollo,678408e6327e5a7a88be279c_8,678408e6327e5a7a88be279c.json
,mla santi,genova,Otra,678e428d4626b0c172284e27_9,678e428d4626b0c172284e27,MLA,2025-Q1,unmatched clearing presentación del waiver para recuperar las multas acumuladas 820k usd y presentar el proyectado de cuotas futuras hasta 2026 1m uss,678e428d4626b0c172284e27_9,678e428d4626b0c172284e27.json
mla amex,proyectos procesos capabilities cross marigraqueziaeuge,genova,American Express,678e428d4626b0c172284e27_2,678e428d4626b0c172284e27,MLA,2025-Q1,completar el kick off con preparación de ambientes de test,678e428d4626b0c172284e27_2,678e428d4626b0c172284e27.json
mlc,mlm mlc euge,genova,Otra,678e428d4626b0c172284e27_14,678e428d4626b0c172284e27,MLC,2025-Q1,trade off devoluciones parciales merchant financed para que quede como ayd reu con gva it por scope y ecoconci y gateway por dependencias quedo in con todos los equipos armar roadmap y cerrar dod para compartir con gva it,678e428d4626b0c172284e27_14,678e428d4626b0c172284e27.json
mlm prosa,proyectos procesos capabilities cross marigraqueziaeuge,genova,Otra,678e428d4626b0c172284e27_1,678e428d4626b0c172284e27,MLM,2025-Q1,alinear con ops cbk plan de roll out para q2,678e428d4626b0c172284e27_1,678e428d4626b0c172284e27.json
,mla santi,genova,Otra,678e428d4626b0c172284e27_8,678e428d4626b0c172284e27,MLA,2025-Q1,fee collection banco supervielle estamos alineando con supervielle un contrato para recuperar el monto de otros adquirentes en el mismo fee collection,678e428d4626b0c172284e27_8,678e428d4626b0c172284e27.json
capabilities cross,proyectos procesos capabilities cross marigraqueziaeuge,genova,Otra,678e428d4626b0c172284e27_4,678e428d4626b0c172284e27,MLA,2025-Q1,revisión de kpis adelantos alinear criterio de cálculo de tpv adelantado con genova it anto y negocio mla,678e428d4626b0c172284e27_4,678e428d4626b0c172284e27.json
,mlb lucas,genova,Otra,678e428d4626b0c172284e27_6,678e428d4626b0c172284e27,MLB,2025-Q1,loterías caixa tombamento de emisores que levantaron el bloqueo del mcc 9406,678e428d4626b0c172284e27_6,678e428d4626b0c172284e27.json
mlm,mlm mlc euge,genova,Otra,678e428d4626b0c172284e27_12,678e428d4626b0c172284e27,MLM,2025-Q1,apertura cuenta internaciona 14/1 pedido de instrucción done para roll out de pruebas alta de cp site wip,678e428d4626b0c172284e27_12,678e428d4626b0c172284e27.json
,mla santi,genova,Otra,678e428d4626b0c172284e27_10,678e428d4626b0c172284e27,MLA,2025-Q1,bimonetarismo apertura de cuentas de garantía en coelsa y viabilidad de apertura de cuentas en usd en otros bancos,678e428d4626b0c172284e27_10,678e428d4626b0c172284e27.json
porotaje,proyectos procesos capabilities cross marigraqueziaeuge,genova,Otra,678e428d4626b0c172284e27_3,678e428d4626b0c172284e27,CORP,2025-Q1,proceso de q2/25 apertura de ticketera 13/01 hasta el 29/01,678e428d4626b0c172284e27_3,678e428d4626b0c172284e27.json
mlm,mlm mlc euge,genova,Otra,678e428d4626b0c172284e27_13,678e428d4626b0c172284e27,MLM,2025-Q1,tasas naturals 165 sellers id aprobados pedido de instrucción de una tn done alta de cp site eta 20/1,678e428d4626b0c172284e27_13,678e428d4626b0c172284e27.json
,mlb lucas,genova,Otra,678e428d4626b0c172284e27_5,678e428d4626b0c172284e27,MLB,2025-Q1,pruebas técnicas de la solución para el split de refund problema de diferencia de ic,678e428d4626b0c172284e27_5,678e428d4626b0c172284e27.json
mlm msi master,mlm mlc euge,genova,Mastercard,678e428d4626b0c172284e27_11,678e428d4626b0c172284e27,MLM,2025-Q1,revisión flujo con ac done eta diseño 31/1 sync por termsheet con master y legales revisión de files con ecofin para pasar a ecoconci wip,678e428d4626b0c172284e27_11,678e428d4626b0c172284e27.json
,mlb lucas,genova,Otra,678e428d4626b0c172284e27_7,678e428d4626b0c172284e27,MLB,2025-Q1,comprensión de la solución de pricing para el share de mlb,678e428d4626b0c172284e27_7,678e428d4626b0c172284e27.json
,proyectos procesos capabilities cross marigraqueziaeuge,genova,American Express,679786fa4ec4c33d2da98e03_2,679786fa4ec4c33d2da98e03,MLA,2025-Q1,push para lograr excepción en la certificación de industrias específicas,679786fa4ec4c33d2da98e03_2,679786fa4ec4c33d2da98e03.json
,mlm mlc euge,genova,Mastercard,679786fa4ec4c33d2da98e03_17,679786fa4ec4c33d2da98e03,MLM,2025-Q1,mlm master msi escalamiento por firma de ts con master y follow up de diseño contable y controles,679786fa4ec4c33d2da98e03_17,679786fa4ec4c33d2da98e03.json
,mla tn santi,genova,Otra,679786fa4ec4c33d2da98e03_11,679786fa4ec4c33d2da98e03,MLA,2025-Q1,fee collection banco supervielle el martes 28 estaremos enviando el fee collection a banco supervielle para recuperar los costos financieros perdidos por un mal ruteo de una promoción 500m,679786fa4ec4c33d2da98e03_11,679786fa4ec4c33d2da98e03.json
,mlm mlc euge,genova,Mastercard,679786fa4ec4c33d2da98e03_15,679786fa4ec4c33d2da98e03,MLM,2025-Q1,mlm master flujo internacional apertura cuenta internaciona 141 instrumentación de pruebas y revision controles con finops,679786fa4ec4c33d2da98e03_15,679786fa4ec4c33d2da98e03.json
,mlm mlc euge,genova,Otra,679786fa4ec4c33d2da98e03_14,679786fa4ec4c33d2da98e03,CORP,2025-Q1,pili is back,679786fa4ec4c33d2da98e03_14,679786fa4ec4c33d2da98e03.json
,proyectos procesos capabilities cross marigraqueziaeuge,genova,Otra,679786fa4ec4c33d2da98e03_1,679786fa4ec4c33d2da98e03,MLM,2025-Q1,el roll out de prosa no se puede escalar hasta que conci desarrolle una casuística que conocimos en producción rechazos por errores de sintaxis entre cámaras alinear next steps con etas,679786fa4ec4c33d2da98e03_1,679786fa4ec4c33d2da98e03.json
,mla tn santi,genova,Otra,679786fa4ec4c33d2da98e03_13,679786fa4ec4c33d2da98e03,MLA,2025-Q1,cambio de plazo de pago en prepagas desarrollo en las próximas 2 semanas,679786fa4ec4c33d2da98e03_13,679786fa4ec4c33d2da98e03.json
,mla tn santi,genova,Mastercard,679786fa4ec4c33d2da98e03_12,679786fa4ec4c33d2da98e03,MLA,2025-Q1,transporte subtes vamos a estar repitiendo unas pruebas para mastercard,679786fa4ec4c33d2da98e03_12,679786fa4ec4c33d2da98e03.json
,mlm mlc euge,genova,Otra,679786fa4ec4c33d2da98e03_18,679786fa4ec4c33d2da98e03,CORP,2025-Q1,all revision de porotos con cp de mlc y mlm para la carga de q225,679786fa4ec4c33d2da98e03_18,679786fa4ec4c33d2da98e03.json
,mlm mlc euge,genova,Otra,679786fa4ec4c33d2da98e03_16,679786fa4ec4c33d2da98e03,MLM,2025-Q1,mlm prosa tasas naturales 1 tasa manual dada de alta aun sin tx aprobadas,679786fa4ec4c33d2da98e03_16,679786fa4ec4c33d2da98e03.json
,mla tn santi,genova,Otra,679786fa4ec4c33d2da98e03_10,679786fa4ec4c33d2da98e03,MLA,2025-Q1,actualización de porotos q2,679786fa4ec4c33d2da98e03_10,679786fa4ec4c33d2da98e03.json
,proyectos procesos capabilities cross marigraqueziaeuge,genova,Otra,679786fa4ec4c33d2da98e03_6,679786fa4ec4c33d2da98e03,CORP,2025-Q1,controles armado del roadmap validación de base transaccional,679786fa4ec4c33d2da98e03_6,679786fa4ec4c33d2da98e03.json
,mlb lucas,genova,Otra,679786fa4ec4c33d2da98e03_9,679786fa4ec4c33d2da98e03,MLB,2025-Q1,router ajustes en rutas de wallet aft,679786fa4ec4c33d2da98e03_9,679786fa4ec4c33d2da98e03.json
,mlb lucas,genova,Otra,679786fa4ec4c33d2da98e03_7,679786fa4ec4c33d2da98e03,MLB,2025-Q1,porotaje q2 actualización y apertura de porotos,679786fa4ec4c33d2da98e03_7,679786fa4ec4c33d2da98e03.json
,proyectos procesos capabilities cross marigraqueziaeuge,genova,American Express,679786fa4ec4c33d2da98e03_3,679786fa4ec4c33d2da98e03,MLA,2025-Q1,lograr conexión al ambiente de test para iniciar pre certificación el 311,679786fa4ec4c33d2da98e03_3,679786fa4ec4c33d2da98e03.json
,proyectos procesos capabilities cross marigraqueziaeuge,genova,Otra,67a0c2973d58681093abbc1c_1,67a0c2973d58681093abbc1c,MLM,2025-Q1,logramos que conci sume musculo para desarrollar una casuistica nueva tenemos que confirmar eta para lograr liberar roll out tope de 3 k usdmes tpv,67a0c2973d58681093abbc1c_1,67a0c2973d58681093abbc1c.json
,mlb lucas,genova,Otra,679786fa4ec4c33d2da98e03_8,679786fa4ec4c33d2da98e03,MLB,2025-Q1,loterías caixa registro de emisores que levantaron el bloqueo del mcc 9406,679786fa4ec4c33d2da98e03_8,679786fa4ec4c33d2da98e03.json
,proyectos procesos capabilities cross marigraqueziaeuge,genova,Otra,679786fa4ec4c33d2da98e03_4,679786fa4ec4c33d2da98e03,CORP,2025-Q1,finalizar carga de wishlist para q2,679786fa4ec4c33d2da98e03_4,679786fa4ec4c33d2da98e03.json
,proyectos procesos capabilities cross marigraqueziaeuge,genova,Otra,679786fa4ec4c33d2da98e03_5,679786fa4ec4c33d2da98e03,CORP,2025-Q1,onboarding continuar con el armado del deck,679786fa4ec4c33d2da98e03_5,679786fa4ec4c33d2da98e03.json
,proyectos procesos capabilities cross marigraqueziaeuge,genova,Otra,67a0c2973d58681093abbc1c_6,67a0c2973d58681093abbc1c,CORP,2025-Q1,controles comenzar validacion de calculo de los kpis y validacion del roadmap 2025 con marian,67a0c2973d58681093abbc1c_6,67a0c2973d58681093abbc1c.json
,mlm mlc eugepili,genova,Mastercard,67a0c2973d58681093abbc1c_15,67a0c2973d58681093abbc1c,MLM,2025-Q1,traspaso temas pili mlm master flujo internacional continuan pruebas 50 de aprobacion y msi santander contrato firmado por mp y en proceso de firma por santander,67a0c2973d58681093abbc1c_15,67a0c2973d58681093abbc1c.json
,mlm mlc eugepili,genova,Otra,67a0c2973d58681093abbc1c_16,67a0c2973d58681093abbc1c,MLM,2025-Q1,mlm prosa tasas naturales 40 tx aprobadas nuevas pruebas de sellers solicitadas por comerciales y cp,67a0c2973d58681093abbc1c_16,67a0c2973d58681093abbc1c.json
,mlb lucas,genova,Otra,67a0c2973d58681093abbc1c_10,67a0c2973d58681093abbc1c,MLB,2025-Q1,transacciones de subadquirentes recibiendo marcacion de wallet payfac conversacion con genova it para analizar esfuerzos en la creacion de un hack y la necesidad de un tradeoff,67a0c2973d58681093abbc1c_10,67a0c2973d58681093abbc1c.json
,mlb lucas,genova,Mastercard,67a0c2973d58681093abbc1c_9,67a0c2973d58681093abbc1c,MLB,2025-Q1,programa de exceso de chargeback casos de cbks duplicados en la cuenta accionar a mastercard ayuda de rochi e martu,67a0c2973d58681093abbc1c_9,67a0c2973d58681093abbc1c.json
,proyectos procesos capabilities cross marigraqueziaeuge,genova,Otra,67a0c2973d58681093abbc1c_3,67a0c2973d58681093abbc1c,CORP,2025-Q1,iniciar la revision final de los porotos con los ownersites,67a0c2973d58681093abbc1c_3,67a0c2973d58681093abbc1c.json
,proyectos procesos capabilities cross marigraqueziaeuge,genova,American Express,67a0c2973d58681093abbc1c_2,67a0c2973d58681093abbc1c,MLA,2025-Q1,debemos finalizar pre certificacion hasta 5marzo,67a0c2973d58681093abbc1c_2,67a0c2973d58681093abbc1c.json
,mlm mlc eugepili,genova,Mastercard,67a0c2973d58681093abbc1c_17,67a0c2973d58681093abbc1c,MLM,2025-Q1,mlm master msi sync con ecoconci y gva it por nueva propuesta,67a0c2973d58681093abbc1c_17,67a0c2973d58681093abbc1c.json
,proyectos procesos capabilities cross marigraqueziaeuge,genova,Otra,67a0c2973d58681093abbc1c_7,67a0c2973d58681093abbc1c,CORP,2025-Q1,dashboard scheme enablers soporte en el armado de visualizaciones en tableau,67a0c2973d58681093abbc1c_7,67a0c2973d58681093abbc1c.json
,mla santi,genova,Otra,67a0c2973d58681093abbc1c_14,67a0c2973d58681093abbc1c,MLA,2025-Q1,transporte subtes la semana pasada validamos trx con el mcc correcto vamos a configurar reglas especificas para transporte,67a0c2973d58681093abbc1c_14,67a0c2973d58681093abbc1c.json
,mla santi,genova,Otra,67a0c2973d58681093abbc1c_13,67a0c2973d58681093abbc1c,MLA,2025-Q1,bimonetarismo apertura de cuentas de garantia citi en coelsa pruebas con mp,67a0c2973d58681093abbc1c_13,67a0c2973d58681093abbc1c.json
,mla santi,genova,Otra,67a0c2973d58681093abbc1c_11,67a0c2973d58681093abbc1c,MLA,2025-Q1,recuperamos usd 05m mediante fee collection al banco supervielle,67a0c2973d58681093abbc1c_11,67a0c2973d58681093abbc1c.json
,proyectos procesos capabilities cross marigraqueziaeuge,genova,Otra,67a0c2973d58681093abbc1c_5,67a0c2973d58681093abbc1c,CORP,2025-Q1,onboarding continuar con el armado del deck,67a0c2973d58681093abbc1c_5,67a0c2973d58681093abbc1c.json
,mlm mlc eugepili,genova,Otra,67a0c2973d58681093abbc1c_18,67a0c2973d58681093abbc1c,CORP,2025-Q1,revision de porotos con cp de mlc y mlm para la carga de q225,67a0c2973d58681093abbc1c_18,67a0c2973d58681093abbc1c.json
,mla santi,genova,Otra,67a0c2973d58681093abbc1c_12,67a0c2973d58681093abbc1c,MLA,2025-Q1,actualizacion de porotos q2,67a0c2973d58681093abbc1c_12,67a0c2973d58681093abbc1c.json
,mlb lucas,genova,Mastercard,67a0c2973d58681093abbc1c_8,67a0c2973d58681093abbc1c,MLB,2025-Q1,notificacion mastercard excessive chargeback validar las reglas y si es necesario solicitar una revision del caso multa de brl 1034456 ayuda de rochi e martu,67a0c2973d58681093abbc1c_8,67a0c2973d58681093abbc1c.json
,proyectos procesos capabilities cross marigraqueziaeuge,genova,Otra,67a0c2973d58681093abbc1c_4,67a0c2973d58681093abbc1c,CORP,2025-Q1,definir los principales porotos donde las avenidas pointon seran los sponsors,67a0c2973d58681093abbc1c_4,67a0c2973d58681093abbc1c.json
capabilities cross,proyectos procesos capabilities cross marigraqueziaeuge,genova,Otra,67a9ebf06c98c2b4d58b160d_6,67a9ebf06c98c2b4d58b160d,CORP,2025-Q1,dashboard scheme enablers terminar el dashboard,67a9ebf06c98c2b4d58b160d_6,67a9ebf06c98c2b4d58b160d.json
mlm prosa,proyectos procesos capabilities cross marigraqueziaeuge,genova,Otra,67a9ebf06c98c2b4d58b160d_2,67a9ebf06c98c2b4d58b160d,MLM,2025-Q1,logramos que conci desarrolle la casuística basada en el desarrollo de accounting corp,67a9ebf06c98c2b4d58b160d_2,67a9ebf06c98c2b4d58b160d.json
,mlb lucas,genova,Otra,67a9ebf06c98c2b4d58b160d_7,67a9ebf06c98c2b4d58b160d,MLB,2025-Q1,programa de exceso de chargeback casos de cbks duplicados en la cuenta elaboración del material con el resumen e información técnica para marturochi,67a9ebf06c98c2b4d58b160d_7,67a9ebf06c98c2b4d58b160d.json
,mla santi,genova,Otra,67a9ebf06c98c2b4d58b160d_11,67a9ebf06c98c2b4d58b160d,MLA,2025-Q1,bimonetarismo apertura de cuentas de garantía citi en coelsa,67a9ebf06c98c2b4d58b160d_11,67a9ebf06c98c2b4d58b160d.json
porotaje,proyectos procesos capabilities cross marigraqueziaeuge,genova,Otra,67a9ebf06c98c2b4d58b160d_3,67a9ebf06c98c2b4d58b160d,CORP,2025-Q1,estimación y priorización 1 al n de las iniciativas,67a9ebf06c98c2b4d58b160d_3,67a9ebf06c98c2b4d58b160d.json
,mlm mlc eugepili,genova,Mastercard,67a9ebf06c98c2b4d58b160d_14,67a9ebf06c98c2b4d58b160d,MLM,2025-Q1,mlm master msi feedback del term sheet del lado de master sync con legales revisión de propuesta nueva de conciliación con gva it y ecoconci,67a9ebf06c98c2b4d58b160d_14,67a9ebf06c98c2b4d58b160d.json
,mla santi,genova,Otra,67a9ebf06c98c2b4d58b160d_12,67a9ebf06c98c2b4d58b160d,MLA,2025-Q1,plazo de pago prepagas alineación para la implementación del desarrollo continúa el track en q2 para medianos y grandes comercios,67a9ebf06c98c2b4d58b160d_12,67a9ebf06c98c2b4d58b160d.json
mlm prosa,proyectos procesos capabilities cross marigraqueziaeuge,genova,Otra,67a9ebf06c98c2b4d58b160d_1,67a9ebf06c98c2b4d58b160d,MLM,2025-Q1,accounting corp realizará cambios en el modelo contable debido a una nueva casuística eta 142,67a9ebf06c98c2b4d58b160d_1,67a9ebf06c98c2b4d58b160d.json
capabilities cross,proyectos procesos capabilities cross marigraqueziaeuge,genova,Otra,67a9ebf06c98c2b4d58b160d_5,67a9ebf06c98c2b4d58b160d,CORP,2025-Q1,controles continuar con el armado de documentación de kpis por cada proceso auth y settlement,67a9ebf06c98c2b4d58b160d_5,67a9ebf06c98c2b4d58b160d.json
,mlm mlc eugepili,genova,Otra,67a9ebf06c98c2b4d58b160d_13,67a9ebf06c98c2b4d58b160d,MLM,2025-Q1,mlm prosa tasas naturales revisión de base de sellers activos para seleccionar 20k pruebas exitosas en act,67a9ebf06c98c2b4d58b160d_13,67a9ebf06c98c2b4d58b160d.json
,mlm mlc eugepili,genova,Otra,67a9ebf06c98c2b4d58b160d_15,67a9ebf06c98c2b4d58b160d,MLC,2025-Q1,mlc devoluciones parciales reus de sync con gva it para comenzar el ad,67a9ebf06c98c2b4d58b160d_15,67a9ebf06c98c2b4d58b160d.json
capabilities cross,proyectos procesos capabilities cross marigraqueziaeuge,genova,Otra,67a9ebf06c98c2b4d58b160d_4,67a9ebf06c98c2b4d58b160d,CORP,2025-Q1,onboarding continuar con el armado del deck,67a9ebf06c98c2b4d58b160d_4,67a9ebf06c98c2b4d58b160d.json
,mla santi,genova,Otra,67a9ebf06c98c2b4d58b160d_10,67a9ebf06c98c2b4d58b160d,MLA,2025-Q1,actualización de porotos q2,67a9ebf06c98c2b4d58b160d_10,67a9ebf06c98c2b4d58b160d.json
mla santi,proyectos procesos capabilities cross marigraqueziaeuge,genova,Otra,67b337f965d8f9c7ea516a38_10,67b337f965d8f9c7ea516a38,MLA,2025-Q1,bimonetarismo apertura de cuentas de garantia citi en coelsa,67b337f965d8f9c7ea516a38_10,67b337f965d8f9c7ea516a38.json
,mlb lucas,genova,Visa,67a9ebf06c98c2b4d58b160d_9,67a9ebf06c98c2b4d58b160d,MLB,2025-Q1,release visa validar desarrollos con los equipos y enviar formulario da release visa,67a9ebf06c98c2b4d58b160d_9,67a9ebf06c98c2b4d58b160d.json
mlm mlc eugepili,proyectos procesos capabilities cross marigraqueziaeuge,genova,Otra,67b337f965d8f9c7ea516a38_13,67b337f965d8f9c7ea516a38,MLM,2025-Q1,mlm prosa tasas naturales continuar con seleccion de sellers activos para seleccionar 20k repeticion de pruebas tras fallas en act,67b337f965d8f9c7ea516a38_13,67b337f965d8f9c7ea516a38.json
mlm prosa,proyectos procesos capabilities cross marigraqueziaeuge,genova,Otra,67b337f965d8f9c7ea516a38_1,67b337f965d8f9c7ea516a38,MLM,2025-Q1,lograr que conci finalice desarrollo para nueva casuistica,67b337f965d8f9c7ea516a38_1,67b337f965d8f9c7ea516a38.json
mla santi,proyectos procesos capabilities cross marigraqueziaeuge,genova,Otra,67b337f965d8f9c7ea516a38_12,67b337f965d8f9c7ea516a38,MLA,2025-Q1,banco pagador rollout de banco patagonia como banco pagador,67b337f965d8f9c7ea516a38_12,67b337f965d8f9c7ea516a38.json
mla santi,proyectos procesos capabilities cross marigraqueziaeuge,genova,Visa,67b337f965d8f9c7ea516a38_11,67b337f965d8f9c7ea516a38,MLA,2025-Q1,transporte subte visa nos acerco una serie de preguntas para poder avanzar y lograr la mejora de costos,67b337f965d8f9c7ea516a38_11,67b337f965d8f9c7ea516a38.json
mlm mlc eugepili,proyectos procesos capabilities cross marigraqueziaeuge,genova,Mastercard,67b337f965d8f9c7ea516a38_14,67b337f965d8f9c7ea516a38,MLM,2025-Q1,mlm master msi follow up de propuesta tecnica con eco conci y finops revision de gestion de fee collections,67b337f965d8f9c7ea516a38_14,67b337f965d8f9c7ea516a38.json
,mlb lucas,genova,Otra,67a9ebf06c98c2b4d58b160d_8,67a9ebf06c98c2b4d58b160d,MLB,2025-Q1,ajustes porotos q225,67a9ebf06c98c2b4d58b160d_8,67a9ebf06c98c2b4d58b160d.json
mlb lucas,proyectos procesos capabilities cross marigraqueziaeuge,genova,Otra,67b337f965d8f9c7ea516a38_8,67b337f965d8f9c7ea516a38,MLB,2025-Q1,payfac analisis para habilitar la capacidad de payfac para algunos mids tenemos transacciones que deberian estar siendo marcadas como payfac,67b337f965d8f9c7ea516a38_8,67b337f965d8f9c7ea516a38.json
